Wavelength (nm)	Noise Figure (dB)
1.52968E-6	4.887583
1.53121E-6	4.911451
1.532695E-6	4.888624
1.53427E-6	3.31584
1.5358E-6	4.518757
1.53742E-6	4.71514
1.539085E-6	4.766028
1.54066E-6	4.827778
1.542235E-6	4.914742
1.54381E-6	4.996683
1.54543E-6	5.041297
1.547005E-6	5.030179
1.54858E-6	5.051246
1.5502E-6	5.149498
1.55182E-6	5.155425
1.55344E-6	5.215734
1.555015E-6	5.175445
1.55659E-6	5.068922
1.55821E-6	5.04598
1.559785E-6	5.566803
1.561405E-6	5.500292
1.563025E-6	4.806192
1.564645E-6	4.581758
1.56631E-6	4.494957
