Wavelength (nm)	Channel Gain (dB)
1.52887E-6	14.532575
1.529635E-6	14.816924
1.530445E-6	14.061344
1.53121E-6	13.871618
1.53193E-6	13.777222
1.532695E-6	13.735684
1.53346E-6	13.746421
1.534225E-6	13.375589
1.535035E-6	13.846475
1.5358E-6	13.940563
1.53661E-6	14.061597
1.53742E-6	14.19908
1.538275E-6	14.305415
1.539085E-6	13.930267
1.53985E-6	14.306643
1.54066E-6	14.272626
1.541425E-6	14.243571
1.542235E-6	14.230258
1.543045E-6	14.193339
1.54381E-6	14.157459
1.54462E-6	14.115135
1.545385E-6	14.481942
1.546195E-6	14.046526
1.547005E-6	13.778952
1.547815E-6	13.657489
1.54858E-6	13.98219
1.54939E-6	13.892724
1.5502E-6	13.970158
1.55101E-6	13.991344
1.55182E-6	14.005949
1.55263E-6	14.023963
1.553395E-6	14.462797
1.554205E-6	14.036087
1.555015E-6	14.035661
1.55578E-6	14.169392
1.55659E-6	14.192652
1.5574E-6	14.195627
1.55821E-6	14.025437
1.55902E-6	14.287074
1.559785E-6	14.031455
1.560595E-6	14.032833
1.561405E-6	14.051412
1.562215E-6	14.09397
1.563025E-6	14.157298
1.563835E-6	14.223848
1.564645E-6	14.261333
1.565455E-6	14.286483
1.56631E-6	14.299182
