Wavelength (nm)	Noise Figure (dB)
1.529635E-6	7.569385
1.53121E-6	8.743036
1.53274E-6	8.731622
1.53427E-6	8.389024
1.5358E-6	7.891407
1.53742E-6	7.579389
1.539085E-6	7.629364
1.54066E-6	7.864045
1.542235E-6	8.132452
1.54381E-6	8.354573
1.545385E-6	8.485268
1.547005E-6	8.815982
1.54858E-6	8.639057
1.5502E-6	8.730943
1.55182E-6	8.820432
1.553395E-6	8.866702
1.555015E-6	8.988583
1.556635E-6	9.055818
1.55821E-6	9.005046
1.559785E-6	8.828356
1.561405E-6	8.513019
1.563025E-6	7.975447
1.564645E-6	7.359931
1.56631E-6	6.931126
