Wavelength (nm)	Noise Figure (dB)
1.52968E-6	4.934218
1.53121E-6	4.997422
1.532695E-6	4.94298
1.53427E-6	4.922511
1.5358E-6	4.643691
1.53742E-6	4.729061
1.539085E-6	4.791894
1.54066E-6	4.894834
1.542235E-6	4.941876
1.54381E-6	5.051984
1.54543E-6	5.090501
1.54696E-6	5.093686
1.54858E-6	4.600882
1.550155E-6	5.145207
1.55182E-6	5.51283
1.55344E-6	5.224148
1.55506E-6	5.87202
1.556635E-6	5.218236
1.55821E-6	5.275398
1.559785E-6	5.199842
1.561405E-6	5.063834
1.563025E-6	4.891922
1.564645E-6	4.633205
1.56631E-6	4.484475
