Wavelength (nm)	Noise Figure (dB)
1.529635E-6	4.269008
1.53121E-6	4.316356
1.532695E-6	4.379574
1.53427E-6	3.546028
1.5358E-6	4.108671
1.53742E-6	3.458151
1.539085E-6	4.187763
1.54066E-6	4.160964
1.542235E-6	4.165854
1.54381E-6	4.188458
1.545385E-6	3.747381
1.547005E-6	4.147891
1.54858E-6	4.157073
1.5502E-6	4.309657
1.55182E-6	4.500978
1.55344E-6	4.638845
1.55506E-6	4.122116
1.55659E-6	3.927586
1.55821E-6	4.074911
1.559785E-6	3.987107
1.561405E-6	3.962823
1.563025E-6	3.897477
1.564645E-6	3.776395
1.56631E-6	3.76367
