Wavelength (nm)	Noise Figure (dB)
1.529635E-6	10.831426
1.53121E-6	11.302607
1.532695E-6	11.270747
1.53427E-6	9.18448
1.5358E-6	10.130324
1.53742E-6	9.701861
1.53904E-6	9.035807
1.54066E-6	9.970354
1.542235E-6	10.309009
1.54381E-6	10.549697
1.54543E-6	11.394325
1.54696E-6	10.586878
1.548535E-6	10.992435
1.5502E-6	11.00563
1.551775E-6	11.02394
1.553395E-6	11.145832
1.555015E-6	11.303302
1.556635E-6	11.509174
1.558165E-6	11.699105
1.559785E-6	11.103573
1.561405E-6	10.701284
1.563025E-6	10.062897
1.564645E-6	9.315365
1.56631E-6	8.572947
