Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.177079
1.52968E-6	4.725483
1.530445E-6	4.216351
1.53121E-6	4.217386
1.531975E-6	4.339658
1.532695E-6	4.233583
1.53346E-6	4.415344
1.53427E-6	4.054559
1.535035E-6	4.055347
1.5358E-6	3.981198
1.53661E-6	4.034686
1.53742E-6	3.412699
1.538275E-6	4.050533
1.539085E-6	4.073609
1.53985E-6	4.051276
1.54066E-6	4.44233
1.541425E-6	4.0513
1.542235E-6	4.111564
1.543045E-6	4.086462
1.54381E-6	4.067986
1.54462E-6	4.050372
1.54543E-6	4.432837
1.546195E-6	4.079056
1.547005E-6	4.058655
1.54777E-6	4.025561
1.54858E-6	4.012424
1.54939E-6	4.113081
1.550155E-6	4.022296
1.55101E-6	4.05636
1.55182E-6	4.04384
1.55263E-6	4.047449
1.553395E-6	3.997141
1.554205E-6	3.96178
1.555015E-6	3.990541
1.555825E-6	4.112746
1.55659E-6	3.800942
1.5574E-6	3.956329
1.558165E-6	3.918961
1.558975E-6	4.230861
1.559785E-6	4.205765
1.560595E-6	4.193546
1.561405E-6	3.863548
1.562215E-6	3.855101
1.563025E-6	3.806081
1.563835E-6	3.709743
1.564645E-6	3.666379
1.565455E-6	3.628904
1.56631E-6	3.695838
