Wavelength (nm)	Noise Figure (dB)
1.529635E-6	3.727861
1.53121E-6	4.437533
1.532695E-6	4.6201
1.53427E-6	4.373041
1.5358E-6	4.131551
1.53742E-6	4.285397
1.539085E-6	4.83851
1.54066E-6	4.404161
1.542235E-6	4.409208
1.54381E-6	4.43905
1.545385E-6	4.398849
1.54696E-6	4.245982
1.54858E-6	4.496329
1.5502E-6	4.652942
1.551775E-6	4.125378
1.553395E-6	3.955875
1.555015E-6	3.809822
1.556635E-6	4.523782
1.558165E-6	4.877802
1.559785E-6	4.459724
1.561405E-6	4.435361
1.563025E-6	4.267384
1.564645E-6	4.166232
1.56631E-6	4.078884
