Wavelength (nm)	Noise Figure (dB)
1.529635E-6	13.955569
1.53121E-6	14.50646
1.53274E-6	14.265947
1.534225E-6	13.947341
1.5358E-6	12.902027
1.53742E-6	10.744716
1.539085E-6	12.790797
1.54066E-6	12.477133
1.542235E-6	12.875192
1.54381E-6	13.16777
1.545385E-6	12.709329
1.547005E-6	13.487642
1.548535E-6	13.569758
1.5502E-6	13.788834
1.55182E-6	13.667677
1.553395E-6	13.740097
1.555015E-6	13.84991
1.556635E-6	14.123485
1.55821E-6	13.906037
1.559785E-6	13.612284
1.561405E-6	13.147097
1.563025E-6	12.377871
1.564645E-6	11.489857
1.56631E-6	10.643391
