Wavelength (nm)	Channel Gain (dB)
1.52887E-6	22.789423
1.52968E-6	22.904371
1.530445E-6	22.865058
1.53121E-6	22.869267
1.531975E-6	22.882715
1.532695E-6	22.891187
1.53346E-6	23.00996
1.53427E-6	23.083137
1.535035E-6	23.111037
1.5358E-6	23.203957
1.53661E-6	23.286632
1.53742E-6	23.411636
1.538275E-6	23.494227
1.539085E-6	23.544189
1.53985E-6	23.508665
1.54066E-6	23.49674
1.541425E-6	23.462978
1.542235E-6	23.459948
1.543045E-6	23.433666
1.54381E-6	23.410445
1.54462E-6	23.117708
1.54543E-6	23.373294
1.546195E-6	23.359901
1.547005E-6	23.362357
1.547815E-6	23.341333
1.54858E-6	23.343278
1.54939E-6	23.263909
1.550155E-6	23.547667
1.55101E-6	23.394319
1.55182E-6	23.41847
1.55263E-6	23.431461
1.55344E-6	22.97238
1.554205E-6	23.425069
1.555015E-6	23.429664
1.555825E-6	23.433666
1.556635E-6	23.447317
1.5574E-6	23.579015
1.55821E-6	23.58925
1.558975E-6	23.122507
1.559785E-6	23.411858
1.560595E-6	23.147382
1.561405E-6	23.460896
1.562215E-6	23.53843
1.563025E-6	23.607422
1.563835E-6	23.734437
1.564645E-6	23.803074
1.5655E-6	24.348197
1.56631E-6	23.879574
