Wavelength (nm)	Noise Figure (dB)
1.52968E-6	5.328266
1.53121E-6	5.42915
1.532695E-6	5.620066
1.53427E-6	5.310634
1.5358E-6	5.00121
1.53742E-6	5.09634
1.53904E-6	4.650689
1.54066E-6	5.277526
1.542235E-6	5.376625
1.54381E-6	4.750054
1.54534E-6	5.145351
1.547005E-6	5.727612
1.54858E-6	5.434361
1.5502E-6	5.636597
1.55182E-6	5.663615
1.55344E-6	6.206678
1.555015E-6	5.720363
1.556635E-6	5.791272
1.55821E-6	5.486301
1.559785E-6	5.715882
1.561405E-6	5.557179
1.563025E-6	5.303632
1.564645E-6	4.966374
1.56631E-6	4.838038
